2024-03-07 15:12:18 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 548
2024-03-07 15:12:18 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-03-07 15:12:18 0 [Note] InnoDB: Uses event mutexes
2024-03-07 15:12:18 0 [Note] InnoDB: Compressed tables use zlib 1.3
2024-03-07 15:12:18 0 [Note] InnoDB: Number of pools: 1
2024-03-07 15:12:18 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 566128
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=205] with future log sequence number 566084
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=204] with future log sequence number 566040
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=203] with future log sequence number 565996
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=202] with future log sequence number 565952
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=201] with future log sequence number 565908
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=200] with future log sequence number 565864
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=199] with future log sequence number 565820
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=335] with future log sequence number 561489
2024-03-07 15:12:18 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=198] with future log sequence number 565776
2024-03-07 15:12:18 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 473277 is in the future! Current system log sequence number 300306.
